# Device: {'path': '/dev/ttyACM0', 'speed': 9600, 'driver': 'u-blox'}
      Date      HMS Lat          Lon            Elev    Speed Nsat Mode  Herr Verr Temp
2023-07-18 03:50:07.100000 28.20977183 -82.36390733    23.00   0.00    4   3   25.0  45.1 69.294  
2023-07-18 03:50:08.100000 28.20977217 -82.36390683    22.90   0.00    4   3   25.0  45.1 68.756  
2023-07-18 03:50:09 28.20977217 -82.36390650    22.90   0.00    4   3   25.0  45.1 68.756  
2023-07-18 03:50:10 28.20977167 -82.36390683    23.00   0.00    4   3   24.8  45.1 69.294  
2023-07-18 03:50:11.100000 28.20977200 -82.36390667    22.90   0.00    4   3   24.8  45.1 68.756  
2023-07-18 03:50:12.100000 28.20977233 -82.36390683    22.90   0.00    4   3   24.8  45.1 68.756  
2023-07-18 03:50:13.100000 28.20977217 -82.36390683    22.80   0.00    4   3   24.8  45.1 68.756  
2023-07-18 03:50:14 28.20977200 -82.36390683    22.80   0.00    4   3   24.8  45.1 69.294  
2023-07-18 03:50:15 28.20977217 -82.36390667    22.80   0.00    4   3   24.8  45.1 69.294  
2023-07-18 03:50:16 28.20977233 -82.36390633    22.80   0.00    4   3   24.8  45.1 69.294  
2023-07-18 03:50:17.100000 28.20977250 -82.36390600    22.80   0.00    4   3   24.8  45.1 69.832  
2023-07-18 03:50:18.100000 28.20977250 -82.36390567    22.80   0.00    4   3   24.8  45.1 69.832  
2023-07-18 03:50:19.100000 28.20977267 -82.36390567    22.80   0.00    4   3   24.8  45.3 68.756  
2023-07-18 03:50:20 28.20977267 -82.36390583    22.80   0.00    4   3   24.8  45.3 68.756  
2023-07-18 03:50:21 28.20977283 -82.36390583    22.90   0.00    4   3   24.8  45.3 68.756  
2023-07-18 03:50:22.100000 28.20977300 -82.36390533    22.80   0.00    4   3   24.8  45.3 69.294  
2023-07-18 03:50:23.100000 28.20977333 -82.36390517    22.90   0.00    4   3   24.8  45.3 69.294  
2023-07-18 03:50:24.100000 28.20977333 -82.36390550    22.90   0.00    4   3   24.8  45.3 68.756  
2023-07-18 03:50:25 28.20977317 -82.36390617    22.90   0.00    4   3   24.8  45.3 68.756  
